,smiles,value,preds
0,O=C(CN1C(=O)CCC1=O)Nc1ccc(F)c(F)c1F,False,0.0
1,COc1ccc(-c2nnc(NC(=O)c3ccc4ccccc4c3)o2)cc1OC,True,0.7552099189106897
2,O=C(Nc1ccc2ccccc2n1)c1ccc(N2CCOC2=O)cc1,True,0.5069951507719742
3,Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,True,0.7552099189106897
4,O=C(C1CCC(O)CC1)N1CCCN(c2ccc(F)cc2)CC1,False,0.13444483859524656
5,CNC(=O)c1ccc(-c2nnc(-c3cccc(C)c3)o2)cc1,True,0.7552099189106897
6,Cc1ccc(C(=O)N2CCN(C(=O)NCC(=O)N3CCCC3)CC2)cc1F,False,0.04922717236004683
7,COC(=O)c1c(C)[nH]c(C(=O)N(C)Cc2ccc(OC)c(F)c2)c1C,False,0.3305945580911095
8,Cc1cc(C)nc(Nc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc2)n1,False,0.33414501028590665
9,COc1ccc(C)cc1NC(=O)CN1CCc2ccccc2C1,False,0.4456916827025877
10,Cc1nnc(NCC(=O)N2CCc3sccc3C2)c(C#N)c1C,False,0.6212497516391821
11,O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,False,0.5069951507719742
12,O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1F,False,0.33414501028590665
13,Cc1cccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,False,0.33414501028590665
14,O=C(CN1CCCN(c2nccs2)CC1)Nc1cccc(Cl)c1,False,0.0
15,COc1ccccc1NC(=O)CN1CCCN(c2nc(C)cs2)CC1,False,0.0
16,COc1ccc(-c2cccc(C3CCCN(CC(=O)Nc4ccccn4)C3)n2)cc1,True,0.33414501028590665
17,Cc1noc(C)c1C(=O)N1CCCN(c2ccc(F)cc2)CC1,False,0.5069951507719742
18,COc1ccc(Cc2cccc(C3CCN(C(=O)C4CCCC4)CC3)n2)cc1,False,0.3305945580911095
19,O=C(CC1CCNCC1)NCCc1ccccc1F,False,0.04922717236004683
20,Cc1ccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(F)c1,False,0.33414501028590665
21,COc1ccccc1CNC(=O)C(C)N1CCCN(c2ccccc2C#N)CC1,False,0.33414501028590665
22,Cc1ccc2nc3c(c(C(=O)NCc4nnc5n4CCC5)c2c1)CCCC3,False,0.3305945580911095
23,O=C(CN1CCCC(c2ccc3cn[nH]c3n2)C1)N1CCCC1,False,0.3305945580911095
24,O=C(c1ccc2[nH]ccc2c1)N1CCCC(c2cccc(-c3ccc(F)cc3)n2)C1,True,0.5069951507719742
25,CN(C)c1cccc(C(=O)N2CCCC(c3cccc(-c4cccs4)n3)C2)c1,True,0.5069951507719742
26,Cc1cc(C)c(C#N)c(N2CCN(CC(=O)Nc3ccccc3Cl)CC2)n1,True,0.33414501028590665
27,COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4ccc(N)nc4)cc(C)n3)CC1)CO2,False,0.4456916827025877
28,CCCn1ncc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc21,False,0.3305945580911095
29,O=C(Cc1ccc(Cl)cc1)NCc1ccncc1,False,0.3305945580911095
30,CC(C(=O)Nc1ccccc1)N1CCCN(c2nccs2)CC1,False,0.25311665182546744
31,Cc1cc(NC(=O)CCc2cnn(C)c2)c2ccccc2n1,False,0.814324082363474
32,O=C(CCc1ccccc1)N1CCC(c2cccc(Cc3ccc(F)cc3)n2)CC1,True,0.3305945580911095
